sigMirIDs,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
hsa-miR-3940-3p,3.820352533356871,-1.884178688029343,0.4772335771575851,-3.9481268255506192,7.876507657738e-5,0.13657864278517692
hsa-miR-129-2-3p,8.012770336212649,-2.331064587617223,0.6633718907290436,-3.5139634648302485,0.00044147352875324605,0.3827575494290643
hsa-miR-149-5p,394.31819435598374,-0.8375375972949896,0.24917732651492347,-3.361211106199218,7.760148902770935e-4,0.3847819664969302
hsa-miR-320b,143.57878525020777,-1.4630706885503524,0.44016424902247814,-3.3239198590061703,8.876169930725033e-4,0.3847819664969302
hsa-miR-320a,2364.5576920821004,-1.0069004682439393,0.31716790753059015,-3.1746606271847537,0.001500118373069403,0.43001130301708584
hsa-miR-210-5p,16.00742532459956,-1.280823759579067,0.405038450807746,-3.162227578702196,0.0015656715224885527,0.43001130301708584
hsa-miR-3065-5p,9.520519028678368,-1.4854024990600716,0.4794682454700066,-3.0980205948862816,0.0019481788945087146,0.43001130301708584
hsa-miR-204-5p,542.8095193499405,-1.8189710672609747,0.5881629241901983,-3.092631297298096,0.001983904512189554,0.43001130301708584
hsa-miR-320c,31.64193546278638,-1.027428996750978,0.3447621641651469,-2.98010948863525,0.0028814537239844253,0.5466441103208803
hsa-miR-143-3p,46723.4495976938,0.8459747831925026,0.2865319310053101,2.9524625064451357,0.00315250351972826,0.5466441103208803
hsa-miR-92a-3p,27768.18941368536,-0.7184351617377577,0.250089072533805,-2.8727171261776956,0.0040695832308764055,0.6074023866648044
hsa-miR-3065-3p,10.444506129437533,-1.3575629769174098,0.4780753515435237,-2.839642270897997,0.004516415033737073,0.6074023866648044
hsa-miR-7706,26.140974268224724,-0.6592156314198313,0.2347268468898475,-2.808437297030568,0.004978257592054585,0.6074023866648044
hsa-miR-744-5p,170.88278252637645,-0.6917401173472445,0.24768512006955826,-2.792820647251562,0.005225065364596202,0.6074023866648044
hsa-miR-4520a-3p,1.220640541617457,-2.485971018846491,0.8971869461672063,-2.7708506342703605,0.005591006744137308,0.6074023866648044
hsa-let-7e-3p,19.05015229887782,-0.8500382981102124,0.31002659572060914,-2.741823797840405,0.006109910740941416,0.6074023866648044
hsa-let-7d-3p,153.18663672044036,-0.65933691154863,0.2414332898144696,-2.730927918247314,0.006315628329580783,0.6074023866648044
hsa-miR-375,614.6233321060593,-1.975975340323989,0.7250392574362635,-2.725335656045759,0.006423614664439076,0.6074023866648044
hsa-miR-28-5p,229.75036317974048,0.47613867546149347,0.17546337981694013,2.713607112539642,0.006655504813512851,0.6074023866648044
hsa-miR-532-5p,428.2071494679461,0.4109691600017981,0.15391600822853704,2.670087177622124,0.007583155569080132,0.6574595878392475
hsa-miR-1249,47.7739764706556,-1.3406469666468772,0.5074190865790269,-2.642090142263659,0.008239612310201948,0.6803565593281037
hsa-miR-2277-3p,2.339863542754428,-1.7444779712777567,0.667422723222496,-2.613752739575526,0.008955382067990512,0.7014233113247191
hsa-miR-3620-3p,2.894059956698514,-1.9976323723676321,0.7702928720574074,-2.5933413703181136,0.009504837498128521,0.7014233113247191
hsa-miR-424-5p,145.25348821231864,1.2324330245463389,0.47723730782628415,2.5824322707707257,0.009810661671586023,0.7014233113247191
hsa-miR-758-3p,8.046172245765442,1.080370245410044,0.4200590476958645,2.5719485185146276,0.010112792839168385,0.7014233113247191
hsa-miR-3168,38.29421980573771,-0.9743408936059604,0.383098909030236,-2.5433141954707597,0.01098064402291958,0.7035123014774981
hsa-miR-129-5p,2.729167068573404,-1.9803951496736083,0.7794896144496533,-2.5406305779607288,0.011065276616500945,0.7035123014774981
hsa-miR-1268b,7.103202264847366,-0.9937612976081774,0.3925701513659913,-2.5314234771805113,0.011360060231470558,0.7035123014774981
hsa-miR-4640-3p,3.825180634485583,-1.9370641492526721,0.7691494027604959,-2.5184497866090796,0.011787268922166371,0.7047973900357409
hsa-miR-574-3p,845.4177886631744,-0.9570723967917004,0.3877948740909037,-2.4679861976910797,0.013587555865604565,0.7661252103401993
hsa-miR-423-3p,1221.5125809865203,-0.5053633900482402,0.20612273874296386,-2.4517595347810266,0.014215962728917427,0.7661252103401993
hsa-miR-6795-3p,1.1486946052387508,-2.260364318729946,0.9255031440369477,-2.442308633194344,0.01459366442811836,0.7661252103401993
hsa-miR-483-3p,20.649392056455515,-1.401039075982429,0.5746323022889889,-2.4381488308289203,0.014762694549359596,0.7661252103401993
hsa-miR-125a-5p,9862.417641003265,-0.8990542991950304,0.370721204735873,-2.4251493783194245,0.015302088974859516,0.7661252103401993
hsa-miR-4532,1447.6930794872699,-1.09379021113104,0.4525216799819537,-2.417100129157701,0.01564471287001028,0.7661252103401993
hsa-miR-4429,3.5160631616961133,-1.300727565521174,0.539481041941327,-2.4110718716648414,0.015905713709485108,0.7661252103401993
hsa-miR-197-3p,473.26976619974454,-0.9881452130282662,0.414922389723086,-2.3815181766588736,0.017241439853355963,0.7818029601195284
hsa-miR-335-5p,85.19733791913838,1.0932954382977238,0.45976208491546,2.377959110087898,0.017408756263855716,0.7818029601195284
hsa-miR-664a-3p,266.35409468180507,-0.908356647367865,0.3825839444875866,-2.374267557370897,0.017583803601304272,0.7818029601195284
hsa-miR-2110,12.803388112956817,-0.9388328562764251,0.40103298922256364,-2.3410364770649714,0.019230288169485153,0.8044228052657215
hsa-miR-6511b-3p,10.544370160968455,-1.2546987736616213,0.5373802362890985,-2.3348435408157093,0.01955159568223752,0.8044228052657215
hsa-miR-3123,21.3392537639235,-0.798985759151555,0.3426540634776294,-2.3317562647370087,0.019713517019910184,0.8044228052657215
hsa-miR-296-5p,10.511120256362494,-1.04639777332136,0.44961476865967315,-2.3273207337933552,0.01994820105330221,0.8044228052657215
hsa-miR-423-5p,482.85772796148825,-0.5664856835416067,0.24817028756683024,-2.282649099921185,0.022451046275397485,0.8379018961305817
hsa-miR-1306-5p,7.657565439820423,-1.2482023366511803,0.5495917461550963,-2.2711446184982083,0.02313822471487073,0.8379018961305817
hsa-miR-151a-5p,970.0711831273851,0.29119884897690973,0.1285269822872018,2.265663161111238,0.023472014705582404,0.8379018961305817
hsa-miR-486-5p,13244.961222878308,-1.1223815184863026,0.4995409578532081,-2.2468258124614446,0.02465116143214062,0.8379018961305817
hsa-miR-4749-3p,0.9059255605533196,-2.8398500542102862,1.2706012121730323,-2.2350443451517434,0.02541443758949763,0.8379018961305817
hsa-miR-6511a-3p,7.2797462710720255,-1.3313768762175586,0.596718020332676,-2.231165862018552,0.025670144358773257,0.8379018961305817
hsa-miR-3960,38.185329117577375,-1.0382154817981923,0.4660757801260711,-2.227567975142069,0.025909338214072476,0.8379018961305817
hsa-miR-183-3p,8.451613283574895,-0.8178854459271836,0.3677375324915125,-2.224101087495225,0.026141643753618802,0.8379018961305817
hsa-miR-450a-5p,6.79633203943959,1.2571703236198077,0.5665873180606457,2.2188465635322325,0.0264971649555516,0.8379018961305817
hsa-miR-483-5p,5.1040253193086675,-1.6787685583734768,0.7566951171370265,-2.2185534442526027,0.026517119829698798,0.8379018961305817
hsa-miR-3607-3p,34.76849225021637,-0.6823543655574933,0.30869255474914475,-2.2104658990301864,0.02707284466696354,0.8379018961305817
hsa-miR-193b-3p,1332.546751243681,-0.6374216004872801,0.29059604038735615,-2.193497198508333,0.02827157621142675,0.8379018961305817
hsa-miR-484,419.3484229809203,-0.5020683446533105,0.2291697638107884,-2.190814077322338,0.028465249495365635,0.8379018961305817
hsa-miR-4685-3p,3.0536000382213726,-1.3856573923447966,0.6328551696808479,-2.1895331803066265,0.02855810964089091,0.8379018961305817
hsa-miR-365a-3p,178.02256758253048,-0.7427723823173897,0.3393808065925227,-2.188610457306146,0.028625165108360513,0.8379018961305817
hsa-miR-365b-3p,178.05434286814298,-0.7420766687485149,0.33916800603515523,-2.187932397938494,0.028674526947887767,0.8379018961305817
hsa-miR-4279,4.9662333074641145,-1.779891399119878,0.818829299056068,-2.1737026278513794,0.029727475189199166,0.8379018961305817
hsa-miR-30d-5p,12775.910459605258,-0.5313001086525614,0.24469074698397145,-2.1713126270662144,0.029907548456826298,0.8379018961305817
hsa-miR-365a-5p,4.0955310692716855,-1.1066729901261656,0.5098408729896768,-2.170624304082763,0.029959583367990813,0.8379018961305817
hsa-miR-542-5p,3.9833401941280213,1.119779093090354,0.520032596521969,2.153286352777789,0.031296180672126854,0.8473927462719327
hsa-miR-126-3p,2916.983502334019,0.40629539691602296,0.18902352093548871,2.1494435978403255,0.03159925257219446,0.8473927462719327
hsa-miR-143-5p,28.035685162523315,0.6956682829925712,0.3239651586067679,2.1473552464232126,0.03176501067340001,0.8473927462719327
hsa-miR-421,60.781394530331966,0.5019849388901715,0.2351174911028797,2.1350386844274354,0.03275785037453262,0.8482603630097146
hsa-miR-1226-3p,3.2174692180074547,-1.0656138932153063,0.5017271923950258,-2.1238910494935155,0.033679255006995854,0.8482603630097146
hsa-miR-130b-3p,93.69607521986026,0.36671070152335966,0.17273191897324022,2.1230048488037165,0.03375344554359563,0.8482603630097146
hsa-miR-99b-5p,6508.226132125506,-0.6741023581359353,0.31780906233630346,-2.121092309893305,0.03391403497710447,0.8482603630097146
hsa-miR-328-3p,124.31670107466287,-0.7947559511219339,0.3768362591881797,-2.1090219737189853,0.03494268497731483,0.8482603630097146
hsa-miR-3613-3p,25.519258439443608,-0.805770134172346,0.38341354675089484,-2.1015692872632323,0.03559102260374322,0.8482603630097146
hsa-miR-874-3p,143.17782873132504,-0.6119908378147161,0.29139895298130697,-2.100182006673081,0.03571283356912352,0.8482603630097146
hsa-miR-193b-5p,8.782592137101641,-0.9046830501511107,0.43154522179285226,-2.0963806444029434,0.03604843801069544,0.8482603630097146
hsa-miR-92b-3p,1188.3443703295477,-0.6866568895060485,0.330013225008324,-2.0806950675650313,0.03746182584479096,0.8482603630097146
hsa-miR-187-3p,27.63814718342509,1.3241105738096852,0.6364218794500206,2.0805547649523732,0.03747467798354997,0.8482603630097146
hsa-miR-487b-3p,23.91107852490324,0.6602032353438899,0.3176146132478302,2.078629911240081,0.037651379553567337,0.8482603630097146
hsa-miR-374b-5p,233.33897869136996,0.3751570283947708,0.18104407735026515,2.072186143206199,0.03824808516344283,0.8482603630097146
hsa-miR-664b-3p,33.53299229689121,-0.8102573511315322,0.3916053030433448,-2.0690663400997122,0.0385398618204088,0.8482603630097146
hsa-miR-331-3p,198.43559436708995,-0.6614034420252679,0.31983779676067875,-2.0679339612890355,0.038646233378181925,0.8482603630097146
hsa-miR-503-5p,3.212865389871679,1.1222750696865391,0.5472162059202161,2.0508805432750035,0.04027858136216064,0.8573027580163641
hsa-miR-224-3p,15.08678579970193,-0.6999612597463195,0.34188412919376143,-2.047364004281168,0.04062235788166494,0.8573027580163641
hsa-miR-410-3p,73.75982634205283,0.699278625950704,0.34222445483879205,2.043333303811107,0.04101945492711781,0.8573027580163641
hsa-miR-205-5p,84267.20037307363,-0.8152797423464,0.3990424727761879,-2.0430901419450365,0.04104351560584741,0.8573027580163641
hsa-miR-1247-5p,205.51955591977824,-1.180090443079343,0.5789874357877861,-2.038196979997813,0.04153023741255743,0.8573027580163641
hsa-miR-4776-5p,2.728169490080363,-2.0244984075236667,0.9961867342762245,-2.0322479088165712,0.0421285650329486,0.8594227266721515
hsa-miR-23b-3p,5671.04640842659,-0.4410103769897942,0.21838384459206334,-2.0194276633126993,0.04344278871822658,0.875927856248894
hsa-let-7b-3p,182.23381680445968,-0.587576540177659,0.2930149303535248,-2.0052785005485667,0.04493328192401289,0.8880175367512483
hsa-miR-106b-3p,194.2618816565311,0.3538632641617535,0.17657565659495894,2.0040319882455186,0.0450666339297058,0.8880175367512483
hsa-miR-3622a-3p,1.4896403431854162,-2.017851903074573,1.0175544732488375,-1.9830406687044442,0.04736288701570785,0.922778045901544
hsa-miR-516b-5p,0.9343992100328911,2.9030864033092274,1.4680631270494293,1.97749425744652,0.047985788986870816,0.9245262011470443
